avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,active,phone_Android,phone_iPhone,city_Astapor,city_King's Landing,city_Winterfell,rating_stated
7.79,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,0,0,1,False
37.64,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,0,1,0,False
4.13,5.0,5.0,1.0,0.0,0,False,50.0,False,0,1,1,0,0,True
4.95,4.9,4.7,1.0,0.0,0,True,100.0,True,1,0,1,0,0,True
1.97,4.4,5.0,1.0,0.0,0,False,80.0,False,0,1,0,0,1,True
4.99,5.0,4.3,1.33,33.3,6,True,16.7,False,0,1,0,1,0,True
13.59,5.0,4.5,1.0,0.0,1,False,50.0,True,0,1,0,1,0,True
6.93,5.0,5.0,1.0,0.0,1,False,40.0,True,0,1,0,1,0,True
1.82,4.7,4.4,1.1,9.8,10,True,80.5,True,0,1,0,0,1,True
43.73,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,0,1,0,0,1,False
6.03,5.0,4.3,1.05,10.0,2,True,40.0,True,0,1,0,0,1,True
2.6,3.8,4.0,1.2,20.0,0,True,40.0,False,0,1,0,0,1,True
3.37,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,0,1,1,0,0,False
1.57,5.0,5.0,1.25,50.0,2,False,100.0,False,0,1,0,0,1,True
5.34,5.0,5.0,1.0,0.0,0,False,0.0,False,0,1,0,1,0,True
4.77,5.0,3.7,1.0,0.0,0,False,33.3,False,0,1,0,0,1,True
2.06,4.9,4.9,1.16,25.0,1,False,50.0,False,1,0,0,1,0,True
2.69,4.4,4.0,1.5,40.0,1,False,60.0,True,0,1,1,0,0,True
1.92,4.3,3.7,1.0,0.0,6,False,68.0,True,1,0,0,0,1,True
1.86,4.9,5.0,1.0,0.0,2,False,56.3,True,1,0,0,0,1,True
1.55,4.6,5.0,1.16,13.6,4,False,63.6,True,0,1,1,0,0,True
1.93,4.2,5.0,1.25,33.3,12,True,72.2,False,1,0,1,0,0,True
6.73,5.0,3.5,1.0,0.0,1,True,83.3,True,0,1,0,0,1,True
1.71,4.4,5.0,1.0,0.0,6,False,87.5,False,0,1,1,0,0,True
8.99,5.0,5.0,1.0,0.0,1,False,50.0,False,1,0,0,0,1,True
3.62,4.8,4.3,1.0,0.0,2,False,55.6,True,1,0,1,0,0,True
5.66,5.0,4.8,1.0,0.0,2,True,50.0,True,1,0,0,0,1,True
4.86,4.8,4.0,1.0,0.0,1,False,55.6,True,0,1,0,0,1,True
5.11,3.0,4.601696940726505,3.25,100.0,1,False,0.0,False,0,1,1,0,0,False
2.11,4.4,4.0,1.0,0.0,3,False,0.0,False,0,1,0,0,1,True
2.41,4.9,4.7,1.25,25.0,3,False,50.0,False,0,1,1,0,0,True
0.63,5.0,5.0,1.0,0.0,2,False,100.0,False,0,1,0,0,1,True
14.55,4.7,4.8,1.04,5.6,27,True,73.2,True,0,1,0,0,1,True
2.68,5.0,4.0,1.75,50.0,2,False,0.0,False,0,1,0,1,0,True
7.29,5.0,4.5,1.03,12.5,1,True,50.0,True,0,1,1,0,0,True
2.22,5.0,4.8,1.03,11.1,4,False,44.4,True,1,0,0,1,0,True
5.38,4.8,4.7,1.38,30.0,0,False,40.0,True,0,1,0,0,1,True
1.46,5.0,5.0,1.0,0.0,0,False,0.0,False,1,0,0,0,1,True
5.16,4.3,4.6,1.03,6.3,1,True,50.0,True,0,1,0,0,1,True
4.08,5.0,4.0,1.0,0.0,3,False,100.0,False,0,1,0,0,1,True
2.83,4.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,0,0,1,False
36.83,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,0,1,0,False
8.78,4.0,5.0,1.0,0.0,0,False,100.0,False,0,1,1,0,0,True
13.9,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,0,0,1,False
1.75,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,0,0,1,False
3.47,5.0,5.0,1.33,33.3,1,False,100.0,False,1,0,1,0,0,True
2.33,4.7,5.0,1.05,4.5,7,False,81.8,True,0,1,1,0,0,True
4.37,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,1,0,0,0,1,False
2.82,5.0,5.0,1.0,0.0,1,False,50.0,False,0,1,0,1,0,True
4.89,5.0,4.0,1.0,0.0,0,False,0.0,False,0,1,1,0,0,True
6.26,5.0,4.0,1.0,0.0,1,True,0.0,True,0,1,0,0,1,True
3.59,1.0,5.0,1.0,0.0,1,False,0.0,False,0,1,1,0,0,True
3.07,5.0,5.0,1.0,0.0,2,False,66.7,False,0,1,1,0,0,True
2.98,4.8,4.7,1.06,12.8,0,True,34.0,True,0,1,0,1,0,True
3.53,5.0,5.0,1.5,100.0,0,False,0.0,False,1,0,0,1,0,True
24.14,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,0,1,0,False
3.07,5.0,3.5,1.0,0.0,2,False,0.0,False,1,0,1,0,0,True
22.19,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,1,0,0,False
1.71,5.0,5.0,1.0,0.0,3,False,0.0,False,1,0,0,0,1,True
7.75,4.8,5.0,1.13,25.0,1,True,100.0,True,0,1,0,1,0,True
0.75,4.0,4.0,1.0,0.0,1,False,100.0,False,1,0,0,0,1,True
2.77,4.7,4.1,1.0,0.0,5,True,61.9,True,0,1,0,0,1,True
3.27,4.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,0,0,1,False
5.97,5.0,5.0,1.0,0.0,4,False,0.0,False,0,1,0,0,1,True
3.24,3.7,4.0,1.17,33.3,0,False,33.3,False,1,0,0,0,1,True
4.63,5.0,5.0,1.08,33.3,0,False,66.7,False,0,1,1,0,0,True
0.67,4.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,0,0,1,False
3.02,4.9,4.9,1.0,0.0,7,False,100.0,False,1,0,1,0,0,True
2.89,5.0,4.7,1.34,12.5,4,True,37.5,True,1,0,0,0,1,True
10.44,5.0,5.0,1.31,50.0,0,False,50.0,True,1,0,0,1,0,True
3.04,5.0,4.601696940726505,1.0,0.0,0,True,100.0,False,1,0,1,0,0,False
1.69,4.8,4.3,1.0,0.0,0,True,33.3,False,1,0,0,0,1,True
2.18,5.0,3.8,1.18,25.0,0,False,12.5,True,0,1,0,1,0,True
3.82,4.7,5.0,1.08,5.6,6,False,55.6,True,0,1,0,0,1,True
2.79,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
2.99,4.8,3.5,1.0,0.0,3,True,77.8,True,0,1,1,0,0,True
3.75,4.5,4.1,1.0,0.0,1,True,51.6,True,0,1,0,0,1,True
4.6,5.0,5.0,1.0,0.0,0,False,75.0,False,0,1,0,0,1,True
2.47,5.0,4.601696940726505,1.0,0.0,0,True,0.0,True,0,1,0,0,1,False
1.85,5.0,4.601696940726505,1.5,100.0,1,False,100.0,False,0,1,0,0,1,False
4.39,5.0,4.3,1.0,0.0,2,True,80.0,False,0,1,1,0,0,True
1.62,4.0,5.0,1.0,0.0,0,True,100.0,False,1,0,1,0,0,True
14.79,4.7,4.8,1.08,16.7,4,True,83.3,True,0,1,0,0,1,True
2.81,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,0,0,1,False
10.29,4.9,4.3,1.0,0.0,4,False,100.0,True,0,1,0,0,1,True
10.53,5.0,5.0,1.0,0.0,0,True,0.0,False,0,1,0,0,1,True
1.62,4.3,4.0,1.0,0.0,2,False,100.0,False,1,0,1,0,0,True
7.05,5.0,4.4,1.0,0.0,2,False,100.0,False,1,0,1,0,0,True
1.95,4.5,4.7,1.03,12.5,3,False,62.5,True,0,1,0,1,0,True
2.29,5.0,4.601696940726505,1.0,0.0,0,True,100.0,True,1,0,0,0,1,False
2.84,5.0,4.3,1.0,0.0,3,True,100.0,True,0,1,0,1,0,True
5.5,4.8,4.3,1.04,7.7,1,True,76.9,True,0,0,0,1,0,True
11.28,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,1,0,0,False
2.26,4.7,4.0,1.0,0.0,1,False,33.3,True,1,0,0,0,1,True
12.46,5.0,5.0,1.0,0.0,0,False,75.0,False,1,0,0,0,1,True
9.16,4.0,4.601696940726505,1.19,25.0,0,False,0.0,False,1,0,0,0,1,False
8.73,5.0,4.8,1.0,0.0,1,True,75.0,True,0,1,0,1,0,True
13.33,4.5,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,1,0,0,False
12.66,5.0,4.0,1.0,0.0,0,True,100.0,False,0,1,0,0,1,True
8.93,5.0,4.601696940726505,1.0,0.0,0,True,100.0,False,1,0,0,0,1,False
2.77,5.0,4.601696940726505,2.0,100.0,0,False,0.0,True,0,1,0,1,0,False
18.85,5.0,4.601696940726505,1.0,0.0,0,True,100.0,False,1,0,0,0,1,False
2.03,5.0,4.0,1.0,0.0,0,True,100.0,True,0,1,1,0,0,True
2.02,4.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,0,0,1,False
7.12,4.7,5.0,1.0,0.0,1,True,100.0,False,1,0,1,0,0,True
5.58,5.0,5.0,1.0,0.0,1,False,0.0,False,1,0,0,1,0,True
4.57,4.8,5.0,1.29,33.3,1,False,66.7,False,1,0,0,0,1,True
3.02,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,0,0,1,False
11.93,5.0,4.5,1.0,0.0,2,False,100.0,False,0,1,1,0,0,True
1.59,5.0,2.0,1.0,0.0,1,False,0.0,False,1,0,0,0,1,True
1.71,4.7,5.0,1.0,0.0,0,True,100.0,True,0,1,0,1,0,True
3.64,5.0,4.601696940726505,1.04,16.7,0,False,50.0,False,0,1,0,1,0,False
2.55,4.5,4.5,1.0,0.0,5,False,75.0,False,1,0,0,0,1,True
8.53,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,1,0,0,0,1,False
4.13,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,0,0,1,False
4.89,4.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,1,0,0,False
4.32,5.0,5.0,1.15,20.0,0,False,100.0,True,1,0,0,1,0,True
12.68,5.0,4.601696940726505,2.0,100.0,1,False,0.0,False,0,0,1,0,0,False
5.17,4.8,4.0,1.1,20.0,2,False,20.0,False,0,1,1,0,0,True
7.75,4.0,5.0,1.0,0.0,0,False,60.0,False,0,1,0,0,1,True
11.59,5.0,5.0,1.6,20.0,5,True,40.0,False,1,0,1,0,0,True
1.41,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,1,0,0,True
9.19,5.0,5.0,1.0,0.0,4,False,100.0,False,1,0,1,0,0,True
2.46,5.0,5.0,1.0,0.0,0,False,100.0,False,1,0,1,0,0,True
5.27,4.8,4.4,1.17,16.7,0,True,66.7,True,1,0,0,1,0,True
2.0,4.7,4.3,1.0,0.0,5,False,100.0,False,0,1,1,0,0,True
7.14,4.8,5.0,1.0,0.0,1,False,40.0,True,0,1,0,0,1,True
3.7,4.5,5.0,1.0,0.0,9,True,80.0,True,1,0,0,0,1,True
7.92,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,0,0,1,False
1.76,5.0,5.0,1.0,0.0,1,False,100.0,False,1,0,1,0,0,True
2.99,4.8,5.0,1.06,9.5,6,True,83.3,True,1,0,0,1,0,True
4.4,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
2.32,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,0,1,0,0,1,False
32.62,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,1,0,1,0,0,False
6.29,5.0,3.5,1.0,0.0,4,False,75.0,False,1,0,1,0,0,True
2.1,5.0,5.0,1.0,0.0,0,False,100.0,True,0,1,0,0,1,True
6.43,4.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,0,0,1,False
3.0,5.0,5.0,1.0,0.0,1,False,100.0,False,1,0,1,0,0,True
11.46,4.7,4.0,1.0,0.0,2,True,66.7,True,0,1,0,0,1,True
2.6,4.6,4.1,1.13,8.3,4,True,50.0,True,0,1,0,0,1,True
2.37,4.4,4.9,1.04,2.7,1,False,70.3,True,1,0,0,0,1,True
10.83,5.0,4.601696940726505,1.0,0.0,0,True,66.7,True,0,1,0,0,1,False
15.07,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
1.88,5.0,5.0,1.0,0.0,0,True,0.0,True,0,1,1,0,0,True
1.44,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,0,1,1,0,0,False
5.66,4.7,4.9,1.0,0.0,4,False,64.7,True,0,1,1,0,0,True
2.99,4.9,4.9,1.05,10.9,12,True,57.8,True,0,1,0,1,0,True
6.73,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,1,0,0,False
8.43,5.0,5.0,1.0,0.0,2,False,42.9,True,1,0,0,1,0,True
18.28,4.0,4.601696940726505,1.0,0.0,0,True,100.0,False,0,1,0,0,1,False
1.91,5.0,4.601696940726505,1.0,0.0,0,False,0.0,False,1,0,1,0,0,False
1.26,3.0,5.0,1.0,0.0,3,False,66.7,False,1,0,0,1,0,True
22.35,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,1,0,0,False
9.79,5.0,4.7,1.0,0.0,1,True,83.3,True,0,1,0,1,0,True
3.47,5.0,4.601696940726505,1.0,0.0,1,True,0.0,True,0,1,0,1,0,False
8.21,5.0,5.0,1.0,0.0,1,True,100.0,False,0,0,0,0,1,True
2.92,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,0,1,1,0,0,False
8.0,5.0,5.0,1.0,0.0,0,False,100.0,True,0,1,0,0,1,True
2.46,4.2,3.8,1.0,0.0,7,True,73.1,False,1,0,0,0,1,True
4.75,4.3,5.0,1.0,0.0,0,True,75.0,True,0,1,1,0,0,True
3.13,5.0,5.0,2.5,100.0,1,False,0.0,False,0,1,0,0,1,True
2.55,5.0,4.7,1.0,0.0,5,False,50.0,False,0,1,1,0,0,True
3.63,5.0,5.0,1.0,0.0,1,True,100.0,False,1,0,0,1,0,True
4.25,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,1,0,0,True
7.9,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,0,0,1,False
4.21,4.5,4.7,1.0,0.0,0,False,62.5,True,1,0,1,0,0,True
3.18,4.4,3.8,1.11,13.0,7,True,65.2,True,0,1,0,0,1,True
26.5,5.0,5.0,1.0,0.0,1,True,100.0,False,0,1,1,0,0,True
8.53,5.0,3.0,1.0,0.0,0,False,0.0,False,0,1,0,0,1,True
2.48,4.9,4.7,1.0,0.0,8,True,56.5,True,0,1,0,1,0,True
2.39,4.0,5.0,1.0,0.0,0,True,0.0,False,1,0,0,0,1,True
3.91,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,1,0,0,0,1,False
2.14,4.3,4.8,1.0,0.0,4,False,27.3,True,1,0,0,0,1,True
3.97,4.6,4.6,1.19,37.5,1,False,37.5,False,0,1,1,0,0,True
10.02,5.0,4.601696940726505,1.0,0.0,1,False,100.0,True,0,1,0,1,0,False
9.74,5.0,4.0,1.0,0.0,5,True,0.0,True,1,0,0,0,1,True
17.86,5.0,4.0,1.0,0.0,0,True,100.0,False,0,1,0,0,1,True
3.74,4.7,4.5,1.02,6.3,4,False,31.3,True,1,0,0,0,1,True
6.52,5.0,4.0,1.0,0.0,0,True,100.0,False,0,0,1,0,0,True
1.07,5.0,5.0,1.0,0.0,3,False,66.7,False,0,1,1,0,0,True
17.76,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,1,0,0,0,1,False
0.85,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,1,0,1,0,0,False
3.75,5.0,5.0,1.0,0.0,0,True,100.0,True,0,1,0,1,0,True
1.65,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,0,0,1,False
7.71,4.8,4.9,1.01,2.9,15,True,65.9,True,0,1,0,0,1,True
5.4,5.0,4.601696940726505,1.0,0.0,0,False,100.0,False,1,0,0,0,1,False
2.87,5.0,5.0,1.05,20.0,1,False,30.0,True,0,1,1,0,0,True
2.55,4.8,4.9,1.12,14.4,39,True,78.3,False,0,1,1,0,0,True
13.47,5.0,4.0,1.0,0.0,1,False,0.0,False,1,0,0,0,1,True
2.58,5.0,5.0,1.05,10.0,0,True,70.0,True,1,0,0,0,1,True
17.73,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,0,1,0,0,1,False
2.69,5.0,4.601696940726505,1.0,0.0,0,True,100.0,False,0,1,1,0,0,False
5.81,4.8,3.1,1.02,2.6,16,False,100.0,True,0,1,0,0,1,True
1.66,4.0,4.601696940726505,1.0,0.0,0,False,100.0,True,0,1,1,0,0,False
4.34,5.0,4.601696940726505,1.0,0.0,1,True,0.0,False,1,0,1,0,0,False
7.54,4.4,5.0,1.0,0.0,0,False,40.0,False,0,1,0,0,1,True
4.57,5.0,4.601696940726505,1.0,0.0,0,True,100.0,False,0,1,1,0,0,False
13.1,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
4.31,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
1.64,5.0,4.8,1.0,0.0,2,False,50.0,False,0,1,0,0,1,True
2.85,5.0,4.7,1.02,10.0,4,False,60.0,False,1,0,0,0,1,True
2.63,4.8,5.0,1.06,25.0,0,False,75.0,True,1,0,0,1,0,True
6.3,5.0,5.0,1.0,0.0,1,False,0.0,False,1,0,0,0,1,True
5.32,4.8,4.6,1.15,20.0,3,False,100.0,False,0,1,0,0,1,True
18.4,5.0,5.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
5.63,4.2,5.0,1.0,0.0,0,False,100.0,True,0,1,0,1,0,True
2.38,5.0,4.601696940726505,1.0,0.0,0,True,0.0,False,0,1,1,0,0,False
4.57,5.0,5.0,1.0,0.0,1,True,100.0,True,0,1,0,0,1,True
2.38,5.0,5.0,1.08,33.3,0,False,50.0,False,0,1,0,0,1,True
1.51,4.0,3.3,1.0,0.0,1,True,0.0,False,0,1,1,0,0,True
1.22,5.0,5.0,1.0,0.0,2,False,50.0,False,0,1,0,0,1,True
3.27,5.0,4.601696940726505,1.38,25.0,1,False,75.0,False,1,0,0,0,1,False
4.29,4.7,5.0,1.0,0.0,0,False,100.0,False,0,1,0,0,1,True
7.52,4.7,3.7,1.0,0.0,1,False,33.3,False,0,1,1,0,0,True
8.11,5.0,4.601696940726505,1.0,0.0,2,False,100.0,False,0,1,0,0,1,False
2.47,4.7,4.5,1.2,21.4,23,True,71.4,False,0,1,1,0,0,True
5.36,5.0,4.601696940726505,1.0,0.0,0,True,100.0,False,0,1,1,0,0,False
3.68,3.8,5.0,1.13,12.5,2,False,50.0,False,0,1,1,0,0,True
2.61,4.8,4.4,1.0,0.0,1,False,81.3,True,1,0,0,0,1,True
3.36,4.2,3.4,1.4,20.0,4,False,20.0,False,0,1,0,0,1,True
4.31,5.0,2.0,1.0,0.0,0,False,50.0,False,0,1,0,0,1,True
2.39,4.0,5.0,1.0,0.0,0,False,0.0,False,0,1,0,1,0,True
9.89,5.0,4.0,1.0,0.0,0,True,100.0,True,0,1,0,0,1,True
19.95,5.0,3.0,1.0,0.0,1,False,0.0,False,1,0,0,1,0,True
12.35,5.0,5.0,1.0,0.0,0,False,50.0,False,1,0,0,1,0,True
1.87,5.0,4.7,1.0,0.0,4,True,100.0,False,1,0,1,0,0,True
8.43,5.0,5.0,1.0,0.0,1,False,100.0,False,0,1,0,0,1,True
4.16,5.0,5.0,1.0,0.0,1,False,66.7,True,0,1,0,0,1,True
5.4,4.8,4.2,1.08,5.3,3,True,0.0,True,0,1,0,1,0,True
5.86,5.0,5.0,1.0,0.0,5,False,40.0,False,1,0,1,0,0,True
2.79,5.0,4.601696940726505,1.0,0.0,1,False,0.0,False,1,0,0,0,1,False
2.38,4.5,5.0,1.0,0.0,0,False,0.0,True,0,1,0,1,0,True
15.51,4.0,4.0,1.0,0.0,0,False,100.0,True,0,1,0,0,1,True
5.37,5.0,4.7,1.0,0.0,1,True,37.5,True,1,0,0,0,1,True
1.65,5.0,5.0,1.0,0.0,2,False,75.0,True,0,1,0,0,1,True
2.85,4.6,4.5,1.19,22.5,6,False,85.0,True,0,1,0,1,0,True
2.94,4.5,2.0,1.0,0.0,3,False,66.7,True,0,1,0,0,1,True
27.87,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,0,1,1,0,0,False
26.21,5.0,5.0,1.0,0.0,0,False,50.0,True,1,0,0,1,0,True
1.88,4.9,4.8,1.39,33.3,7,False,66.7,False,0,1,1,0,0,True
5.24,5.0,4.601696940726505,1.0,0.0,0,False,0.0,True,0,1,0,1,0,False
2.68,5.0,5.0,1.38,50.0,0,False,0.0,False,0,1,0,0,1,True
7.97,5.0,5.0,1.0,0.0,6,False,100.0,False,0,1,1,0,0,True
6.47,5.0,4.601696940726505,1.0,0.0,1,False,100.0,False,0,1,1,0,0,False
1.55,5.0,5.0,1.0,0.0,1,True,100.0,False,0,1,0,1,0,True
5.22,5.0,5.0,1.0,0.0,1,False,0.0,False,0,1,1,0,0,True
10.9,5.0,4.601696940726505,1.0,0.0,1,True,100.0,False,1,0,0,0,1,False
3.2,4.8,4.9,1.16,20.8,9,True,87.5,True,0,1,0,1,0,True
3.33,4.3,4.4,1.06,11.8,1,False,52.9,False,0,1,0,0,1,True
0.81,5.0,5.0,1.0,0.0,2,True,100.0,False,0,1,1,0,0,True
7.65,5.0,5.0,1.0,0.0,0,True,100.0,False,0,1,0,0,1,True
4.73,4.8,4.4,1.13,13.2,5,True,47.4,True,0,1,1,0,0,True
7.49,5.0,4.5,1.0,0.0,0,False,0.0,False,1,0,0,1,0,True
1.75,5.0,4.601696940726505,1.0,0.0,3,False,100.0,True,0,1,0,1,0,False
3.15,4.9,5.0,1.19,22.2,1,True,77.8,True,0,1,0,1,0,True
0.72,2.0,4.601696940726505,1.0,0.0,1,False,0.0,False,0,1,0,0,1,False
3.27,3.0,4.0,1.0,0.0,2,False,100.0,False,1,0,1,0,0,True
2.18,5.0,5.0,1.0,0.0,1,True,100.0,False,1,0,1,0,0,True
2.71,5.0,4.0,1.0,0.0,0,False,0.0,False,0,1,1,0,0,True
